Company,Company Description,Date Victimised,Number of Clicks,Status
nationaldentex.com,"Data part #3 National Dentex is a full-service dental lab partner that offers a wide range of services, products and solutions for dentists and their patients. Whether you need crowns, bridges, veneers, implants or orthodontics, National Dentex can...",2024-03-14 12:25:00,31157,Published
dhanisisd.net,"D'Hanis Independent School District is a public school district in Texas. You can contact the main system administrator on the contacts below, waiting for an answer can take some time from 1 minute to several days depending on the workload. Conta...",2024-03-14 12:14:00,32123,Published
journeyfreight.com,With over 25 years of experience we have expanded into a globally positioned third party logistics company with a multitude of offices and agents across the globe to assist with your transport needs. Journey Freight™’s driving force is personalized...,2024-03-14 12:12:00,33722,Published
nationaldentex.com,"Data part #2 National Dentex is a full-service dental lab partner that offers a wide range of services, products and solutions for dentists and their patients. Whether you need crowns, bridges, veneers, implants or orthodontics, National Dentex can...",2024-03-13 15:46:00,31299,Published
geruestbau.com,"We have more than 1TB of company data. These are projects, clients, developments, finances, etc. https://www.teupe.de https://www.gesta.de The Teupe Group is an innovative, medium-sized group of companies with locations in Germany, Austria and Swi...",2024-03-13 09:31:00,29530,Published
nicklaus.com,"Jack William Nicklaus, nicknamed ""the Golden Bear"", is a retired American professional golfer and golf course designer. He is widely considered to be either the greatest or one of the greatest golfers of all time. He won 117 professional tournaments...",2024-03-10 18:41:00,29747,Published
derrama.org.pe,"Pídelo Aquí Maestro, accede a todos los servicios que tenemos para ti Derrama Magisterial es una institución de seguridad social privada, perteneciente a los maestros que trabajan en las instituciones educativas del Estado.",2024-03-10 18:35:00,29316,Published
apeagers.au,"Eagers Automotive is an automotive retail group in Australia and New Zealand. Starting as A P Eagers Automotive Limited, it has a history of more than 100 years. The company name changed to Eagers Automotive Limited from A.P. Eagers Limited in 2020 f...",2024-03-10 18:31:00,29312,Published
magierp.com,MAGI develops and supports high quality ERP business solutions for small to mid-sized manufacturers. MAGI has been developing software solutions since 1985 and has installations worldwide. WinMAGI blends solid accounting and manufacturing practice...,2024-03-09 01:07:00,35524,Published
smuldes.com,"A SUSTAINABLE WORLD. Smulders is a multidisciplinary and international construction company with an established reputation in the engineering, production, supply and assembly of heavy, technically complex and architectural steel structures. We are al...",2024-03-02 19:36:00,36360,Published
ccdrc.pt,"The Centro Region or Central Portugal is one of the statistical regions of Portugal. The cities with major administrative status inside this region are Coimbra, Aveiro, Viseu, Caldas da Rainha, Leiria, Castelo Branco, Covilhã, Torres Vedras and Guard...",2024-03-02 19:15:00,35620,Published
silganhodlings.com,"About Us Building Franchise, Creating Value Silgan is a leading global sustainable packaging provider for consumer goods products to many of the world's best known consumer products companies. You can contact the main system administrator on the c...",2024-03-02 19:05:00,43935,Published
prattindustries.com,"Pratt Industries is a leading manufacturer of corrugated boxes and displays, as well as clean energy solutions and paper products. Learn more about their products, services, and sustainability efforts on their website. You can contact the main sys...",2024-03-02 19:04:00,42830,Published
crbgroup.com,"A revolutionary integrated project delivery method that leverages the combined expertise and technical excellence of ONE project team to deliver your facility in a safe, lean and collaborative way. Engineering Architecture Construction Consulting The...",2024-03-02 19:04:00,43990,Published
unitednotions.com,unitednotions.com,2024-03-02 19:02:00,34811,Published
thewalkerschool.org,"The Walker School, formerly known as the Joseph T. Walker School, is a private school in Marietta, Georgia, United States, on Cobb Parkway in what was originally Sprayberry High School. It was founded in 1957 as the St. James Day School at St. James...",2024-03-02 19:01:00,35356,Published
schuett-grundei.de,"SANITÄTSHAUS. In unseren Sanitätshäusern führen wir frei verkäufliche, sowie individuell angepasste Hilfsmittel rund um Ihre Gesundheit. Unser qualifiziertes Personal steht Ihn gern mit Rat & Tat zur Seite.",2024-03-02 19:00:00,34435,Published
roth-werkzeugbau.de,"Bei roth Werkzeugbau liefern wir unseren Kunden schlüsselfertige Werkzeuglösungen. ... denn in unserem hauseigenen Technikum können wir nicht nur die Abmusterung auf unserem Maschinenpark durchführen, sondern auch Potentiale aus der Inbetriebnahme Ih...",2024-03-02 19:00:00,34254,Published
roehr-stolberg.de,"Walzblei für Dach & Fassade. Röhr + Stolberg ist Deutschlands führender Hersteller von Walzblei und Bleiwolle für Dächer und Fassaden. Die Produkte zeichnen sich durch extreme Langlebigkeit und Witterungsbeständigkeit aus. Ob klassisches Saturnblei,...",2024-03-02 18:59:00,34326,Published
starkpower.de,We are STARK. Strong brands under one roof. Find out more about our brands. STARK is your partner for logistics & professional storage. Learn more. LionTec is your partner for high quality lithium ion batteries . Learn more. Lithionator is your partn...,2024-03-02 18:58:00,34304,Published
hotelemc2.com,"at the INTERSECTION of art & science ""The design of each dish is as arresting as the flavors on the plate."" - Sheridan Road ""The dynamic hotel offers a genuinely inspirational atmosphere"" - Techaeris ""The Albert, the hotel's all-day dining restaurant...",2024-03-02 18:57:00,34598,Published
heinrichseegers.de,Preis-werte und nachhaltige Textilien für alle Objektbereiche. DE: +49 (0) 5705 - 95822-0.,2024-03-02 18:56:00,33452,Published
good-lawyer.com,"No matter where you are, our international focus allows us to represent you throughout the US or even out of the country. Call us to get started on your case. Contact us today. Over 30 years of experience. Well-known expert legal team. International...",2024-03-02 18:52:00,33315,Published
pcli.com,"Home. world-class care. Notice of data event. Learn more. Having performed over 700,000 micro surgeries, Pacific Cataract and Laser Institute is one of North America's most experienced eyecare facilities.",2024-03-02 18:51:00,33626,Published
onyourmark.org,The mission of On Your Mark is to provide innovative and comprehensive community-based service to people with intellectual and developmental disabilities across their lifespan. We are committed to helping each individual experience the highest qualit...,2024-03-02 18:50:00,33283,Published
airalbania.com.al,Help & Contact. +355 4 224 60 00. customer.care@airalbania.com.al. b2b@airalbania.com.al. groups@airalbania.com.al. 24/7 booking and customer services. Customer Service. You're an email away to become our business partner.,2024-03-02 18:47:00,32700,Published
aipcenergy.com,"Providing highly qualified, highly experienced Mud Engineers and Solids Control Specialist to the Oil & Gas Industry. AIP Drilling Fluids Division personnel are committed to maintaining MW, reducing Loss Circulation, preventing Blowouts, increasing R...",2024-03-02 18:46:00,32510,Published
aegean.gr,"The University of the Aegean is a public, multi-campus university located in Lesvos, Chios, Samos, Rhodes, Syros and Lemnos, Greece. It was founded on March 20, 1984, by the Presidential Act 83/1984 and its administrative headquarters are located in...",2024-03-02 18:45:00,32603,Published
adamjeeinsurance.com,"Adamjee Insurance is one of the leading general insurance companies in Pakistan, offering Motor Insurance, Health Insurance, and Travel Insurance and offers customised solutions to meet the protection needs of individual and corporate customers.",2024-03-02 18:42:00,32568,Published
aerospace.com,"The Aerospace Corporation: Who We Are. As an independent, nonprofit corporation operating the only FFRDC for the space enterprise, The Aerospace Corporation performs objective technical analyses and assessments for a variety of government, civil, and...",2024-03-02 18:41:00,32781,Published
cityofbartlett.org,"Bartlett is a city in Shelby County, Tennessee, United States. The population was 57,786 at the 2020 U.S. Census.",2024-03-02 18:40:00,32483,Published
sinloc.com,"Sinloc si occupa di consulenza ed investimento in Italia e in Europa e promuove lo sviluppo locale sostenibile soprattutto attraverso la realizzazione di infrastrutture, con attività di assistenza tecnica, studi di fattibilità e investimenti in proge...",2024-03-02 18:39:00,32210,Published
sirva.com,"Sirva Worldwide, Inc. provides HR and mobility professionals with the resources, guidance, and support they need to achieve the best possible relocation for talent, and for the companies that move them. As a leading global relocation management and m...",2024-03-02 18:39:00,32923,Published
wombleco.com,Womble Company has been protecting your investment for over 40 years. We apply both internal and external pipeline coating systems. The amount of pipe we have coated could circle the earth 3 times.,2024-03-02 18:38:00,32197,Published
tvh.com,"TVH offers a wide range of parts and accessories for material handling, industrial, construction and agricultural equipment. Find out more about their services, products, webshop, downloads and news.",2024-03-02 18:37:00,37400,Published
dena.de,"About dena. Effizient, intelligent und nachhaltig - so soll Energie in Zukunft erzeugt und genutzt werden. Das erreicht die Deutsche Energie-Agentur mit Partnern und Kunden aus dem öffentlichen und privaten Sektor. Gemeinsam treiben wir die Energiewe...",2024-03-02 18:36:00,32054,Published
muellersystems.com,EMPOWER WATER UTILITIES TO BOOST PROFITABILITYCUSTOMER SATISFACTIONOPERATIONAL EFFICIENCY Maximize revenue recovery and customer satisfaction with Mueller Systems® Advanced Metering Infrastructure (AMI) Solution. Streamline your meter reading-to-bill...,2024-03-02 18:35:00,32084,Published
mrm.com.mx,"En MRM somos mayoristas líderes en el mercado de refacciones, accesorios y equipo de protección para las motocicletas de trabajo con mayor demanda en México. Nos enfocamos en atender refaccionarias, boutiques y corporativos que buscan ofrecer calidad...",2024-03-02 18:34:00,31699,Published
esser-ps.de,Lernen Sie jetzt die branchenspezifischen Digitaldruck-Lösungen der ESSER Gruppe kennen. ... Vertriebsmeeting der ESSER Gruppe 2022: die PS auf die Straße bringen. Synergien in einer Familie ohne Nesthäkchen. Weiterlesen 25.10.2022 Erstellt von Marti...,2024-03-02 18:32:00,32665,Published
cityofclarksville.com,"The official website of the City of Clarksville, Tennessee, provides information and services for residents, visitors and businesses. Find news, events, departments, programs, jobs, parks, and more.",2024-03-02 18:31:00,32292,Published
estes-express.com,"Estes offers reliable next-day LTL shipping, as well as other freight solutions, across North America. Track your shipments, get a rate quote, and learn more about Estes services and network.",2024-03-02 18:30:00,31800,Published
boeing.com,"Boeing is the world's largest aerospace company and leading manufacturer of commercial jetliners and defense, space and security systems. Learn about its latest products, innovations, sustainability efforts, careers and more.",2024-03-02 18:29:00,33712,Published
hartalega.com.my,"The history of Hartalega began in 1988. Our insatiable drive to continually outperform ourselves has transformed what began as a single-line manufacturing facility into what we are today—the largest manufacturer of nitrile gloves in the world, with a...",2024-02-29 09:36:00,50259,Published
gapsolutions.com.au,GaP Solutions offers comprehensive retail products and services as part of our focused business strategy for the Australian and international retail market. Our expert know-how and products have cultivated long-standing partnerships with our clients.,2024-02-29 07:30:00,35539,Published
stemcor.com,"Stemcor is a British steel trading and distribution company. The company acts as an intermediary between buyers and sellers of steel and raw materials. It provides additional services, including logistics, price risk management and inventory manageme...",2024-02-26 12:59:00,37598,Published
mcs360.com,"MCS360 is a company that provides property services for residential and commercial buildings across the country, such as inspections, preservation, maintenance, and registrations. Learn how MCS360 helps communities shine with their service partners,...",2024-02-26 12:58:00,38301,Published
igs-inc.com,"Integrated Geotechnical Solutions: Vibration, Noise and Geotechnical Supplier YOU CAN TRUST. OUR SERVICES EQUIPMENT SALES IGS offers equipment such as vibration and sound monitors, piezometers, weather stations, data hosting platforms and more for pu...",2024-02-26 12:57:00,37849,Published
groupe-idea.com,"Discover the IDEA group IDEA, 100 years of logistics expertise serving our industrial customers Responsible and committed, IDEA is an independent industrial supply chain provider, specialising in specific and sensitive products. Our mission : make in...",2024-02-26 12:56:00,38363,Published
apeagers.com.au,"Eagers Automotive is an automotive retail group in Australia and New Zealand. Starting as A P Eagers Automotive Limited, it has a history of more than 100 years. The company name changed to Eagers Automotive Limited from A.P. Eagers Limited in 2020 f...",2024-02-26 12:52:00,38412,Published
stsaviationgroup.com,"STS Aviation Group is a global provider of aircraft maintenance services. Click the link above now to learn more. You can contact the main system administrator on the contacts below, waiting for an answer can take some time from 1 minute to severa...",2024-02-26 12:51:00,39145,Published
gatesshields.com,"Gates Shields Ferguson Swall Hammond P.A. is a full-service firm with offices in Overland Park, Kansas, and Liberty, Missouri. Gates Shields represents a variety of clientele in diverse areas of the law. From civil litigation, business matters, and f...",2024-02-26 12:10:00,37660,Published
aeromechinc.com,"Specializing in engineering, flight testing, and certification services. Watch Our Video",2024-02-26 11:48:00,38673,Published
fbi.gov,"The Federal Bureau of Investigation is the domestic intelligence and security service of the United States and its principal federal law enforcement agency. An agency of the United States Department of Justice, the FBI is also a member of the U.S. In...",2024-02-24 19:37:00,82191,Published
nhbg.com.co,"Greetings! Today we are posting here the new company, ""Nuevo Hospital de Bocagrande"". Company Description: The New Bocagrande Hospital is a high-level comprehensive health care facility created in 2009 by a group of people with the aim of provi...",2024-09-12 12:37:00,2119,Not Published
aerworldwide.com,AER believes in transformation. We are Transformative Tech – What does this mean? Transformative Tech is the evolution of underused IT Equipment and End of Life products back into the vital electronics supply chain ecosystem. 300 Gb Data,2024-08-27 10:57:00,12770,Not Published
